Toll Name,Fee Effective Date,Ca/Jeep/Van,LCV,Bus Truck,Up To 3 Axle,Four To Six,HCM,Seven Or More,Revision Date
Luharali,01-Apr-21,120.00;180.00;4045.00;NA,190.00;285.00;6285.00;NA,385.00 ;580.00;12850.00;NA,590.00 ;885.00;19635.00;NA,590.00 ;885.00;19635.00;NA,590.00 ;885.00;19635.00;NA,755.00 ;1130.00;25135.00;NA,
Gulalpurva,01-Apr-21,45.00;65.00;1430.00;20.00,70.00;105.00;2315.00;35.00,145.00 ;220.00;4845.00;75.00,160.00 ;240.00;5290.00;80.00,230.00 ;340.00;7600.00;115.00,230.00 ;340.00;7600.00;115.00,280.00 ;415.00;9255.00;140.00,
Chaukadi,01-Apr-21,105.00;160.00;3505.00;55.00,165.00;250.00;5515.00;85.00,340.00 ;510.00;11375.00;170.00,375.00 ;560.00;12445.00;185.00,525.00 ;790.00;17550.00;265.00,525.00 ;790.00;17550.00;265.00,660.00 ;995.00;22060.00;330.00,
Chhajarsi,01-Apr-21,130.00;195.00;4340.00;65.00,210.00;315.00;7010.00;105.00,440.00 ;660.00;14685.00;220.00,480.00 ;720.00;16020.00;240.00,690.00 ;1035.00;23030.00;345.00,690.00 ;1035.00;23030.00;345.00,840.00 ;1260.00;28035.00;420.00,
Brijghat,01-Apr-2019          ,55.00;85.00;1905.00;30.00,90.00;140.00;3080.00;45.00,195.00 ;290.00;6450.00;95.00,210.00 ;315.00;7035.00;105.00,305.00 ;455.00;10115.00;150.00,305.00 ;455.00;10115.00;150.00,370.00 ;555.00;12310.00;185.00,31-Mar-20
Badauri,01-Apr-2020          ,70.00;105.00;2360.00;35.00,115.00;170.00;3815.00;55.00,240.00 ;360.00;7995.00;120.00,260.00 ;390.00;8720.00;130.00,375.00 ;565.00;12535.00;190.00,375.00 ;565.00;12535.00;190.00,460.00 ;685.00;15260.00;230.00,31-Mar-21
Belon,01-Apr-21,70.00;100.00;2275.00;35.00,110.00;165.00;3675.00;55.00,230.00 ;345.00;7700.00;115.00,250.00 ;380.00;8405.00;125.00,360.00 ;545.00;12080.00;180.00,360.00 ;545.00;12080.00;180.00,440.00 ;660.00;14705.00;220.00,
Baros,01-Apr-21,30.00;45.00;990.00;NA,50.00;70.00;1595.00;NA,100.00 ;150.00;3345.00;NA,155.00 ;235.00;5245.00;NA,155.00 ;235.00;5245.00;NA,155.00 ;235.00;5245.00;NA,190.00 ;285.00;6385.00;NA,
Bara,01-Apr-21,85.00;130.00;2915.00;45.00,140.00;210.00;4710.00;70.00,295.00 ;445.00;9870.00;150.00,325.00 ;485.00;10770.00;160.00,465.00 ;695.00;15480.00;230.00,465.00 ;695.00;15480.00;230.00,565.00 ;850.00;18845.00;285.00,
Cable Stayed Naini Bridge,01-Apr-21,25.00;35.00;785.00;10.00,40.00;55.00;1265.00;20.00,80.00 ;120.00;2650.00;40.00,85.00 ;130.00;2890.00;45.00,125.00 ;185.00;4155.00;60.00,125.00 ;185.00;4155.00;60.00,150.00 ;230.00;5055.00;75.00,
Dularpur,01-Apr-21,45.00;70.00;1575.00;25.00,75.00;115.00;2545.00;40.00,160.00 ;240.00;5335.00;80.00,175.00 ;260.00;5815.00;85.00,250.00 ;375.00;8360.00;125.00,250.00 ;375.00;8360.00;125.00,305.00 ;460.00;10180.00;155.00,
Barajore (Bara),01-Apr-21,150.00;225.00;5000.00;75.00,235.00;355.00;7835.00;120.00,480.00 ;720.00;16010.00;240.00,525.00 ;790.00;17500.00;265.00,740.00 ;1110.00;24625.00;370.00,740.00 ;1110.00;24625.00;370.00,935.00 ;1405.00;31215.00;470.00,
Bharatkund,01-Apr-21,35.00;50.00;1150.00;15.00,55.00;85.00;1855.00;30.00,115.00 ;175.00;3885.00;60.00,125.00 ;190.00;4240.00;65.00,185.00 ;275.00;6095.00;90.00,185.00 ;275.00;6095.00;90.00,225.00 ;335.00;7420.00;110.00,
Babina,01-Apr-21,100.00;150.00;3365.00;50.00,165.00;245.00;5435.00;80.00,340.00 ;515.00;11390.00;170.00,375.00 ;560.00;12430.00;185.00,535.00 ;805.00;17865.00;270.00,535.00 ;805.00;17865.00;270.00,650.00 ;980.00;21750.00;325.00,
Aliyapur,01-Apr-21,45.00;65.00;1475.00;NA,70.00;105.00;2380.00;NA,150.00 ;225.00;4985.00;NA,235.00 ;350.00;7820.00;NA,235.00 ;350.00;7820.00;NA,235.00 ;350.00;7820.00;NA,285.00 ;430.00;9520.00;NA,
Aksada,01-Apr-21,45.00;65.00;1425.00;20.00,70.00;105.00;2300.00;35.00,145.00 ;215.00;4820.00;70.00,160.00 ;235.00;5260.00;80.00,225.00 ;340.00;7560.00;115.00,225.00 ;340.00;7560.00;115.00,275.00 ;415.00;9205.00;140.00,
Ait,01-Apr-21,105.00;155.00;3445.00;50.00,165.00;250.00;5565.00;85.00,350.00 ;525.00;11660.00;175.00,380.00 ;570.00;12720.00;190.00,550.00 ;825.00;18285.00;275.00,550.00 ;825.00;18285.00;275.00,670.00 ;1000.00;22260.00;335.00,
Aindhi,01-Apr-21,65.00;95.00;2085.00;30.00,100.00;150.00;3365.00;50.00,210.00 ;315.00;7055.00;105.00,230.00 ;345.00;7695.00;115.00,330.00 ;500.00;11065.00;165.00,330.00 ;500.00;11065.00;165.00,405.00 ;605.00;13470.00;200.00,
Amdi,01-Apr-21,85.00;130.00;2845.00;45.00,140.00;205.00;4595.00;70.00,290.00 ;435.00;9625.00;145.00,315.00 ;470.00;10500.00;155.00,455.00 ;680.00;15090.00;225.00,455.00 ;680.00;15090.00;225.00,550.00 ;825.00;18375.00;275.00,
Aihar,01-Apr-21,50.00;75.00;1715.00;25.00,85.00;125.00;2770.00;40.00,175.00 ;260.00;5810.00;85.00,190.00 ;285.00;6335.00;95.00,275.00 ;410.00;9110.00;135.00,275.00 ;410.00;9110.00;135.00,335.00 ;500.00;11090.00;165.00,
Aaini,01-Apr-21,35.00;55.00;1250.00;20.00,60.00;90.00;2015.00;30.00,125.00 ;190.00;4225.00;65.00,140.00 ;205.00;4605.00;70.00,200.00 ;300.00;6625.00;100.00,200.00 ;300.00;6625.00;100.00,240.00 ;365.00;8065.00;120.00,
Shakhapur,01-Sep-20,65.00;95.00;1885.00;NA,110.00;165.00;3295.00;NA,220.00 ;330.00;6595.00;NA,355.00 ;530.00;10595.00;NA,355.00 ;530.00;10595.00;NA,355.00 ;530.00;10595.00;NA,355.00 ;530.00;10595.00;NA,
Anantram,01-Apr-21,90.00;135.00;3020.00;45.00,145.00;220.00;4880.00;75.00,305.00 ;460.00;10220.00;155.00,335.00 ;500.00;11150.00;165.00,480.00 ;720.00;16030.00;240.00,480.00 ;720.00;16030.00;240.00,585.00 ;880.00;19515.00;295.00,
Rolmamda,01-Apr-21,90.00;135.00;2980.00;45.00,145.00;215.00;4815.00;70.00,305.00 ;455.00;10090.00;150.00,330.00 ;495.00;11005.00;165.00,475.00 ;710.00;15820.00;235.00,475.00 ;710.00;15820.00;235.00,580.00 ;865.00;19260.00;290.00,
Raikal,01-Sep-20,65.00;100.00;1960.00;NA,115.00;170.00;3430.00;NA,230.00 ;345.00;6860.00;NA,370.00 ;550.00;11025.00;NA,370.00 ;550.00;11025.00;NA,370.00 ;550.00;11025.00;NA,370.00 ;550.00;11025.00;NA,
Pullur,01-Apr-21,115.00;170.00;3805.00;55.00,185.00;275.00;6150.00;90.00,385.00 ;580.00;12885.00;195.00,420.00 ;635.00;14055.00;210.00,605.00 ;910.00;20205.00;305.00,605.00 ;910.00;20205.00;305.00,740.00 ;1105.00;24600.00;370.00,
Yerkaram,01-Apr-21,35.00;55.00;1200.00;20.00,60.00;85.00;1940.00;30.00,120.00 ;185.00;4065.00;60.00,135.00 ;200.00;4435.00;65.00,190.00 ;285.00;6375.00;95.00,190.00 ;285.00;6375.00;95.00,235.00 ;350.00;7760.00;115.00,
Panthangi,01-Apr-21,80.00;120.00;2690.00;NA,130.00;190.00;4255.00;NA,265.00 ;395.00;8795.00;NA,410.00 ;610.00;13590.00;NA,410.00 ;610.00;13590.00;NA,410.00 ;610.00;13590.00;NA,510.00 ;765.00;17010.00;NA,
Asroga,01-Apr-21,90.00;140.00;3070.00;45.00,150.00;225.00;4955.00;75.00,310.00 ;465.00;10385.00;155.00,340.00 ;510.00;11330.00;170.00,490.00 ;735.00;16290.00;245.00,490.00 ;735.00;16290.00;245.00,595.00 ;890.00;19830.00;295.00,
Manoharabad,01-Apr-21,85.00;130.00;2855.00;45.00,140.00;210.00;4615.00;70.00,290.00 ;435.00;9670.00;145.00,315.00 ;475.00;10550.00;160.00,455.00 ;680.00;15165.00;225.00,455.00 ;680.00;15165.00;225.00,555.00 ;830.00;18465.00;275.00,
Korlaphadu,01-Apr-21,110.00;165.00;3650.00;NA,175.00;260.00;5795.00;NA,360.00 ;540.00;12020.00;NA,560.00 ;840.00;18635.00;NA,560.00 ;840.00;18635.00;NA,560.00 ;840.00;18635.00;NA,695.00 ;1045.00;23190.00;NA,
Muthojipet,01-Apr-21,25.00;40.00;835.00;15.00,40.00;60.00;1350.00;20.00,85.00 ;125.00;2830.00;40.00,95.00 ;140.00;3085.00;45.00,135.00 ;200.00;4435.00;65.00,135.00 ;200.00;4435.00;65.00,160.00 ;245.00;5400.00;80.00,
Konetipuram,01-Apr-21,25.00;35.00;760.00;10.00,35.00;55.00;1230.00;20.00,75.00 ;115.00;2575.00;40.00,85.00 ;125.00;2810.00;40.00,120.00 ;180.00;4040.00;60.00,120.00 ;180.00;4040.00;60.00,150.00 ;220.00;4920.00;75.00,
Komalla,01-Oct-21,100.00;145.00;3260.00;50.00,160.00;235.00;5265.00;80.00,330.00 ;495.00;11030.00;165.00,360.00 ;540.00;12030.00;180.00,520.00 ;780.00;17295.00;260.00,520.00 ;780.00;17295.00;260.00,630.00 ;945.00;21055.00;315.00,
Indalwai,01-Apr-21,75.00;110.00;2470.00;NA,120.00;180.00;3990.00;NA,250.00 ;375.00;8365.00;NA,395.00 ;590.00;13115.00;NA,395.00 ;590.00;13115.00;NA,395.00 ;590.00;13115.00;NA,480.00 ;720.00;15970.00;NA,
Gowraram,01-Apr-21,35.00;55.00;1220.00;20.00,60.00;90.00;1970.00;30.00,125.00 ;185.00;4130.00;60.00,135.00 ;205.00;4505.00;70.00,195.00 ;290.00;6475.00;95.00,195.00 ;290.00;6475.00;95.00,235.00 ;355.00;7855.00;120.00,
Gamjal,01-Apr-21,50.00;80.00;1725.00;25.00,85.00;125.00;2785.00;40.00,175.00 ;265.00;5835.00;90.00,190.00 ;285.00;6365.00;95.00,275.00 ;410.00;9150.00;135.00,275.00 ;410.00;9150.00;135.00,335.00 ;500.00;11135.00;165.00,
Kadthal,01-Apr-21,40.00;60.00;1360.00;20.00,65.00;100.00;2195.00;35.00,140.00 ;205.00;4600.00;70.00,150.00 ;225.00;5020.00;75.00,215.00 ;325.00;7215.00;110.00,215.00 ;325.00;7215.00;110.00,265.00 ;395.00;8785.00;130.00,
Komatipalli,01-Apr-21,55.00;80.00;1825.00;25.00,90.00;135.00;2950.00;45.00,185.00 ;280.00;6185.00;95.00,200.00 ;305.00;6745.00;100.00,290.00 ;435.00;9695.00;145.00,290.00 ;435.00;9695.00;145.00,355.00 ;530.00;11805.00;175.00,
Gudur (Hyd-Yadgiri),01-Apr-21,100.00;150.00;3290.00;NA,150.00;225.00;5040.00;NA,305.00 ;460.00;10225.00;NA,465.00 ;695.00;15495.00;NA,465.00 ;695.00;15495.00;NA,465.00 ;695.00;15495.00;NA,605.00 ;905.00;20160.00;NA,
Ahmadpur,01-Apr-21,100.00;145.00;3260.00;50.00,160.00;235.00;5265.00;80.00,330.00 ;495.00;11030.00;165.00,360.00 ;540.00;12030.00;180.00,520.00 ;780.00;17295.00;260.00,520.00 ;780.00;17295.00;260.00,630.00 ;945.00;21055.00;315.00,
Dilawarpur,01-Apr-21,40.00;65.00;1415.00;20.00,70.00;105.00;2285.00;35.00,145.00 ;215.00;4780.00;70.00,155.00 ;235.00;5215.00;80.00,225.00 ;335.00;7500.00;110.00,225.00 ;335.00;7500.00;110.00,275.00 ;410.00;9130.00;135.00,
Chinthapally,01-Apr-21,35.00;55.00;1220.00;20.00,60.00;90.00;1970.00;30.00,125.00 ;185.00;4130.00;60.00,135.00 ;205.00;4510.00;70.00,195.00 ;290.00;6480.00;95.00,195.00 ;290.00;6480.00;95.00,235.00 ;355.00;7890.00;120.00,
Chillakallu,01-Apr-21,90.00;135.00;3040.00;NA,145.00;215.00;4805.00;NA,300.00 ;445.00;9930.00;NA,460.00 ;690.00;15345.00;NA,460.00 ;690.00;15345.00;NA,460.00 ;690.00;15345.00;NA,575.00 ;865.00;19215.00;NA,
Bhiknoor,01-Apr-21,80.00;115.00;2610.00;40.00,125.00;190.00;4215.00;65.00,265.00 ;400.00;8835.00;135.00,290.00 ;435.00;9640.00;145.00,415.00 ;625.00;13855.00;210.00,415.00 ;625.00;13855.00;210.00,505.00 ;760.00;16865.00;255.00,
Velanchettiyur,01-Sep-2019          ,85.00;130.00;2615.00;NA,155.00;230.00;4580.00;NA,305.00 ;460.00;9155.00;NA,490.00 ;735.00;14715.00;NA,490.00 ;735.00;14715.00;NA,490.00 ;735.00;14715.00;NA,490.00 ;735.00;14715.00;NA,31-Aug-20
Veeracholapuram (West),01-Sep-20,50.00;80.00;1555.00;NA,90.00;135.00;2720.00;NA,180.00 ;270.00;5440.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,
Pippalwada,01-Apr-21,85.00;125.00;2785.00;40.00,135.00;200.00;4495.00;65.00,285.00 ;425.00;9420.00;140.00,310.00 ;465.00;10280.00;155.00,445.00 ;665.00;14775.00;220.00,445.00 ;665.00;14775.00;220.00,540.00 ;810.00;17985.00;270.00,
Vijaymangalmam,01-Sep-20,55.00;80.00;1640.00;NA,95.00;145.00;2870.00;NA,190.00 ;285.00;5740.00;NA,305.00 ;460.00;9220.00;NA,305.00 ;460.00;9220.00;NA,305.00 ;460.00;9220.00;NA,305.00 ;460.00;9220.00;NA,
Vikravandi(Villupuram),01-Sep-20,80.00;125.00;2465.00;NA,145.00;215.00;4310.00;NA,285.00 ;430.00;8625.00;NA,460.00 ;695.00;13860.00;NA,460.00 ;695.00;13860.00;NA,460.00 ;695.00;13860.00;NA,460.00 ;695.00;13860.00;NA,
Vanagaram (Chennai Bypass),01-Apr-21,45.00;65.00;1475.00;20.00,70.00;105.00;2385.00;35.00,150.00 ;225.00;4990.00;75.00,165.00 ;245.00;5445.00;80.00,235.00 ;350.00;7830.00;115.00,235.00 ;350.00;7830.00;115.00,285.00 ;430.00;9530.00;145.00,
Vaniyambadi,01-Apr-21,90.00;135.00;3005.00;NA,145.00;220.00;4855.00;NA,305.00 ;460.00;10175.00;NA,480.00 ;720.00;15960.00;NA,480.00 ;720.00;15960.00;NA,480.00 ;720.00;15960.00;NA,585.00 ;875.00;19430.00;NA,
Valavanthankottai,01-Sep-2019          ,65.00;95.00;1900.00;NA,110.00;165.00;3325.00;NA,220.00 ;330.00;6650.00;NA,355.00 ;535.00;10685.00;NA,355.00 ;535.00;10685.00;NA,355.00 ;535.00;10685.00;NA,355.00 ;535.00;10685.00;NA,31-Aug-20
Vaiguntham,01-Sep-20,60.00;90.00;1810.00;NA,105.00;160.00;3165.00;NA,210.00 ;315.00;6330.00;NA,340.00 ;510.00;10175.00;NA,340.00 ;510.00;10175.00;NA,340.00 ;510.00;10175.00;NA,340.00 ;510.00;10175.00;NA,
Thirupparaithurai,01-Sep-20,25.00;40.00;770.00;NA,45.00;70.00;1350.00;NA,90.00 ;135.00;2700.00;NA,145.00 ;215.00;4340.00;NA,145.00 ;215.00;4340.00;NA,145.00 ;215.00;4340.00;NA,145.00 ;215.00;4340.00;NA,
Surapattu (Chennai Bypass II),01-Apr-21,60.00;90.00;2050.00;30.00,100.00;150.00;3310.00;50.00,210.00 ;310.00;6930.00;105.00,225.00 ;340.00;7560.00;115.00,325.00 ;490.00;10870.00;165.00,325.00 ;490.00;10870.00;165.00,395.00 ;595.00;13235.00;200.00,
Sengurichi,01-Sep-20,55.00;80.00;1585.00;NA,95.00;140.00;2775.00;NA,185.00 ;280.00;5555.00;NA,295.00 ;445.00;8925.00;NA,295.00 ;445.00;8925.00;NA,295.00 ;445.00;8925.00;NA,295.00 ;445.00;8925.00;NA,
Samayapuram,01-Sep-20,45.00;65.00;1300.00;NA,75.00;115.00;2275.00;NA,150.00 ;225.00;4545.00;NA,245.00 ;365.00;7305.00;NA,245.00 ;365.00;7305.00;NA,245.00 ;365.00;7305.00;NA,245.00 ;365.00;7305.00;NA,
Thirumandurai,01-Sep-20,55.00;80.00;1585.00;NA,95.00;140.00;2775.00;NA,185.00 ;280.00;5555.00;NA,295.00 ;445.00;8925.00;NA,295.00 ;445.00;8925.00;NA,295.00 ;445.00;8925.00;NA,295.00 ;445.00;8925.00;NA,
S V Puram,01-Apr-21,75.00;110.00;2425.00;NA,115.00;170.00;3775.00;NA,230.00 ;350.00;7740.00;NA,355.00 ;535.00;11860.00;NA,355.00 ;535.00;11860.00;NA,355.00 ;535.00;11860.00;NA,455.00 ;680.00;15105.00;NA,
Paranur (Chengalpet),01-Apr-21,55.00;80.00;1820.00;25.00,90.00;130.00;2945.00;45.00,185.00 ;280.00;6170.00;95.00,200.00 ;305.00;6730.00;100.00,290.00 ;435.00;9675.00;145.00,290.00 ;435.00;9675.00;145.00,355.00 ;530.00;11775.00;175.00,
Pudurpandiyapuram,01-Sep-2019          ,70.00;110.00;2155.00;NA,125.00;190.00;3770.00;NA,250.00 ;375.00;7535.00;NA,405.00 ;605.00;12110.00;NA,405.00 ;605.00;12110.00;NA,405.00 ;605.00;12110.00;NA,405.00 ;605.00;12110.00;NA,31-Aug-20
Salaipudhur,01-Apr-21,105.00;155.00;3485.00;50.00,170.00;255.00;5625.00;85.00,355.00 ;530.00;11790.00;175.00,385.00 ;580.00;12860.00;195.00,555.00 ;830.00;18485.00;275.00,555.00 ;830.00;18485.00;275.00,675.00 ;1015.00;22505.00;340.00,
Thiruppachethi,01-Apr-21,75.00;115.00;2540.00;40.00,125.00;185.00;4100.00;60.00,260.00 ;385.00;8595.00;130.00,280.00 ;420.00;9375.00;140.00,405.00 ;605.00;13475.00;200.00,405.00 ;605.00;13475.00;200.00,490.00 ;740.00;16405.00;245.00,
Pudukottai (Vagaikulam),01-Apr-21,65.00;95.00;2165.00;30.00,105.00;155.00;3495.00;50.00,220.00 ;330.00;7320.00;110.00,240.00 ;360.00;7985.00;120.00,345.00 ;515.00;11480.00;170.00,345.00 ;515.00;11480.00;170.00,420.00 ;630.00;13975.00;210.00,
Pamban Bridge (MoRTH),30-Nov-2013          ,9.00;4.50;270.00,14.00;7.00;420.00,31.00 ;15.50;930.00,31.00 ;15.50;930.00,,41.00 ;20.50;1230.00,,29-Nov-13
Shenbagampettai,01-Apr-21,70.00;100.00;2255.00;35.00,110.00;165.00;3645.00;55.00,230.00 ;345.00;7640.00;115.00,250.00 ;375.00;8335.00;125.00,360.00 ;540.00;11980.00;180.00,360.00 ;540.00;11980.00;180.00,440.00 ;655.00;14585.00;220.00,
Palaya Gandharvakottai,01-Apr-21,45.00;65.00;1480.00;20.00,70.00;110.00;2395.00;35.00,150.00 ;225.00;5015.00;75.00,165.00 ;245.00;5470.00;80.00,235.00 ;355.00;7865.00;120.00,235.00 ;355.00;7865.00;120.00,285.00 ;430.00;9575.00;145.00,
Nemili (Sriperumbudur),01-Apr-2020          ,50.00;75.00;1710.00;25.00,85.00;125.00;2760.00;40.00,175.00 ;260.00;5780.00;85.00,190.00 ;285.00;6310.00;95.00,270.00 ;410.00;9070.00;135.00,270.00 ;410.00;9070.00;135.00,330.00 ;495.00;11040.00;165.00,31-Mar-21
Omallur,01-Sep-20,75.00;115.00;2320.00;NA,135.00;205.00;4060.00;NA,270.00 ;405.00;8115.00;NA,435.00 ;650.00;13045.00;NA,435.00 ;650.00;13045.00;NA,435.00 ;650.00;13045.00;NA,435.00 ;650.00;13045.00;NA,
Palayam (Dharmapuri),01-Sep-20,95.00;145.00;2905.00;NA,170.00;255.00;5085.00;NA,340.00 ;510.00;10170.00;NA,545.00 ;815.00;16350.00;NA,545.00 ;815.00;16350.00;NA,545.00 ;815.00;16350.00;NA,545.00 ;815.00;16350.00;NA,
Ponnambalapatti,01-Sep-20,100.00;150.00;2985.00;NA,175.00;260.00;5220.00;NA,350.00 ;520.00;10445.00;NA,560.00 ;840.00;16785.00;NA,560.00 ;840.00;16785.00;NA,560.00 ;840.00;16785.00;NA,560.00 ;840.00;16785.00;NA,
Pallikonda,01-Apr-21,95.00;140.00;3105.00;NA,150.00;225.00;5015.00;NA,315.00 ;475.00;10505.00;NA,495.00 ;740.00;16475.00;NA,495.00 ;740.00;16475.00;NA,495.00 ;740.00;16475.00;NA,600.00 ;900.00;20055.00;NA,
Pattaraiperumbudur (temporary TP),01-Apr-21,30.00;50.00;1065.00;NA,50.00;80.00;1725.00;NA,110.00 ;165.00;3610.00;NA,170.00 ;255.00;5665.00;NA,170.00 ;255.00;5665.00;NA,170.00 ;255.00;5665.00;NA,205.00 ;310.00;6895.00;NA,
Mettupatti,01-Sep-20,50.00;80.00;1555.00;NA,90.00;135.00;2720.00;NA,180.00 ;270.00;5440.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,
Mathur,01-Apr-21,35.00;55.00;1250.00;20.00,60.00;90.00;2020.00;30.00,125.00 ;190.00;4230.00;65.00,140.00 ;210.00;4615.00;70.00,200.00 ;300.00;6635.00;100.00,200.00 ;300.00;6635.00;100.00,240.00 ;365.00;8075.00;120.00,
Lambalakudi,01-Apr-21,35.00;50.00;1165.00;15.00,55.00;85.00;1880.00;30.00,120.00 ;175.00;3940.00;60.00,130.00 ;195.00;4295.00;65.00,185.00 ;280.00;6175.00;95.00,185.00 ;280.00;6175.00;95.00,225.00 ;340.00;7520.00;115.00,
Nallur,01-Apr-21,50.00;75.00;1715.00;25.00,85.00;125.00;2770.00;40.00,175.00 ;260.00;5805.00;85.00,190.00 ;285.00;6330.00;95.00,275.00 ;410.00;9100.00;135.00,275.00 ;410.00;9100.00;135.00,330.00 ;500.00;11080.00;165.00,
Krishnagiri,01-Apr-21,75.00;110.00;2465.00;NA,120.00;180.00;3985.00;NA,250.00 ;375.00;8345.00;NA,395.00 ;590.00;13090.00;NA,395.00 ;590.00;13090.00;NA,395.00 ;590.00;13090.00;NA,480.00 ;715.00;15935.00;NA,
Kodai Road,01-Sep-2019          ,60.00;90.00;1785.00;NA,105.00;155.00;3125.00;NA,210.00 ;310.00;6250.00;NA,335.00 ;500.00;10045.00;NA,335.00 ;500.00;10045.00;NA,335.00 ;500.00;10045.00;NA,335.00 ;500.00;10045.00;NA,31-Aug-20
Kaniyur,01-Apr-21,100.00;150.00;3375.00;NA,155.00;235.00;5190.00;NA,315.00 ;475.00;10545.00;NA,480.00 ;720.00;16015.00;NA,480.00 ;720.00;16015.00;NA,480.00 ;720.00;16015.00;NA,625.00 ;935.00;20750.00;NA,
Nathakkarai,01-Sep-20,50.00;80.00;1555.00;NA,90.00;135.00;2720.00;NA,180.00 ;270.00;5440.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,290.00 ;435.00;8740.00;NA,
Kappalur,01-Apr-21,85.00;125.00;2830.00;40.00,135.00;205.00;4575.00;70.00,290.00 ;430.00;9585.00;145.00,315.00 ;470.00;10460.00;155.00,450.00 ;675.00;15035.00;225.00,450.00 ;675.00;15035.00;225.00,550.00 ;825.00;18300.00;275.00,
Nanguneri,01-Apr-21,95.00;140.00;3115.00;45.00,150.00;225.00;5035.00;75.00,315.00 ;475.00;10545.00;160.00,345.00 ;520.00;11505.00;175.00,495.00 ;745.00;16540.00;250.00,495.00 ;745.00;16540.00;250.00,605.00 ;905.00;20135.00;300.00,
Eliyarpathi,01-Sep-2019          ,70.00;110.00;2155.00;NA,125.00;190.00;3770.00;NA,250.00 ;375.00;7535.00;NA,405.00 ;605.00;12110.00;NA,405.00 ;605.00;12110.00;NA,405.00 ;605.00;12110.00;NA,405.00 ;605.00;12110.00;NA,31-Aug-20
Etturvattam,01-Apr-21,85.00;130.00;2855.00;45.00,140.00;205.00;4610.00;70.00,290.00 ;435.00;9660.00;145.00,315.00 ;475.00;10535.00;160.00,455.00 ;680.00;15145.00;225.00,455.00 ;680.00;15145.00;225.00,555.00 ;830.00;18440.00;275.00,
Chennasamudram,01-Apr-2020          ,45.00;65.00;1435.00;20.00,70.00;105.00;2315.00;35.00,145.00 ;220.00;4850.00;75.00,160.00 ;240.00;5290.00;80.00,230.00 ;340.00;7605.00;115.00,230.00 ;340.00;7605.00;115.00,280.00 ;415.00;9260.00;140.00,31-Mar-21
Bogalur,01-Apr-21,70.00;110.00;2410.00;35.00,115.00;175.00;3895.00;60.00,245.00 ;365.00;8160.00;120.00,265.00 ;400.00;8900.00;135.00,385.00 ;575.00;12795.00;190.00,385.00 ;575.00;12795.00;190.00,465.00 ;700.00;15575.00;235.00,
Chittampatti,01-Apr-21,90.00;135.00;2980.00;45.00,145.00;215.00;4810.00;70.00,300.00 ;455.00;10080.00;150.00,330.00 ;495.00;11000.00;165.00,475.00 ;710.00;15810.00;235.00,475.00 ;710.00;15810.00;235.00,575.00 ;865.00;19245.00;290.00,
Athur (Tindivanam),01-Apr-21,60.00;90.00;1980.00;30.00,95.00;145.00;3200.00;50.00,200.00 ;300.00;6705.00;100.00,220.00 ;330.00;7315.00;110.00,315.00 ;475.00;10510.00;160.00,315.00 ;475.00;10510.00;160.00,385.00 ;575.00;12795.00;190.00,
Thikariya (Jaipur),01-Jul-2019          ,65.00;NA;NA;30.00,110.00;NA;NA;55.00,225.00 ;NA;NA;110.00,360.00 ;NA;NA;180.00,360.00 ;NA;NA;180.00,480.00 ;NA;NA;240.00,360.00 ;NA;NA;180.00,30-Jun-20
Lechchumanapatti,01-Apr-21,40.00;60.00;1305.00;20.00,65.00;95.00;2110.00;30.00,135.00 ;200.00;4415.00;65.00,145.00 ;215.00;4820.00;70.00,210.00 ;310.00;6925.00;105.00,210.00 ;310.00;6925.00;105.00,255.00 ;380.00;8430.00;125.00,
Sundra,01-Apr-21,35.00;55.00;1195.00;20.00,60.00;85.00;1930.00;30.00,120.00 ;180.00;4050.00;60.00,130.00 ;200.00;4415.00;65.00,190.00 ;285.00;6350.00;95.00,190.00 ;285.00;6350.00;95.00,230.00 ;350.00;7730.00;115.00,
Sonwa (Sonva),01-Apr-21,85.00;130.00;2890.00;NA,140.00;210.00;4670.00;NA,295.00 ;440.00;9790.00;NA,460.00 ;690.00;15350.00;NA,460.00 ;690.00;15350.00;NA,460.00 ;690.00;15350.00;NA,560.00 ;840.00;18685.00;NA,
Tatiyawas,01-Apr-21,65.00;95.00;2135.00;NA,105.00;155.00;3450.00;NA,215.00 ;325.00;7225.00;NA,340.00 ;510.00;11335.00;NA,340.00 ;510.00;11335.00;NA,340.00 ;510.00;11335.00;NA,415.00 ;620.00;13795.00;NA,
SixML,01-Apr-21,65.00;100.00;2220.00;35.00,110.00;160.00;3585.00;55.00,225.00 ;340.00;7510.00;115.00,245.00 ;370.00;8190.00;125.00,355.00 ;530.00;11775.00;175.00,355.00 ;530.00;11775.00;175.00,430.00 ;645.00;14335.00;215.00,
